Tournament-Local10,Chebycheff-10,NSGAII-2,PQ-PO-Local10,PQ-HV-Local10
0.6102737000545919,0.6000983173904424,0.41372932868172974,0.571847426237741,0.5773923246368949
0.6110861524813269,0.6184188995986173,0.5329373309219059,0.5576559995340573,0.6054294103407163
0.6141346407112237,0.5642262808208937,0.48232416747511203,0.5821586480619912,0.6277485585621612
0.5618002383609944,0.5382752455181989,0.42549744745684526,0.6084548210872693,0.6305171779431759
0.5861016611379434,0.5808127187004138,0.47843572316909233,0.5748720459507028,0.6295487893168146
0.6112472736700638,0.5732450813052655,0.46214860153436554,0.5841532968924402,0.561470693637448
0.5500336218382247,0.5511564952501661,0.506380742135478,0.5959150168331947,0.5774460761132499
0.6099007611556766,0.5572382973183954,0.5038706496075996,0.5978253652202736,0.6040473951003821
0.5704083167152892,0.6259454120434604,0.403284396308621,0.6057026541700796,0.5974484963785122
0.6544038269457453,0.575679262550028,0.39321360083313345,0.581178333779572,0.5513459489207398
0.5559179379397912,0.6204194306661007,0.48276020097256844,0.5752952419884427,0.6042300311092104
0.5611210536854094,0.576743719263138,0.5263816157780722,0.6235360781792768,0.5779373950324944
0.5543648758825217,0.6344074030126324,0.5741722562406767,0.5950148832808531,0.6039658243373603
0.6041893878938348,0.5899230167402422,0.47530503600624496,0.5278757572293559,0.5785206746143512
0.5639176155033745,0.6852537557455645,0.5721303340009526,0.5680871961230554,0.5997930622491354
0.5817652028299641,0.6227580661261963,0.47678858943086605,0.6187662811917929,0.5954354782345637
0.5880627696266777,0.5866513460470787,0.4987734503492832,0.5666828373854123,0.5800352365557558
0.5682701844037845,0.5872974793600125,0.5153237834635537,0.5806912327575117,0.585334016527637
0.5989480326487058,0.5710364153937272,0.42754718140876974,0.5985486395081174,0.6218195932389624
0.5668253675383967,0.5556171516531777,0.39146604398986057,0.5586714207022291,0.5845959352293257
0.6679870912424788,0.5887493777288654,0.573704466269572,0.5656876110525788,0.5707785521550348
0.613416795449264,0.5556538077487895,0.5625300604407097,0.5472192883478391,0.560568074506211
0.5766576788692659,0.566239320438526,0.6030553585151035,0.5793704360143008,0.5883022516507932
0.5713122910429467,0.569655363752612,0.4614076805354169,0.6147000834234502,0.5954521361213397
0.5865401227139784,0.607197505598267,0.5661656188750845,0.5770699995986746,0.6285342935867969
0.6202019273453898,0.6052447677066927,0.5322364826627584,0.6083083736686733,0.5611985007249931
0.5519821508877834,0.6034907454735751,0.5025424810522424,0.5444432654615907,0.5956916217675222
0.5762684580024005,0.6142799852103755,0.5259036840189762,0.5923919023038664,0.5676648266151645
0.5881121843675496,0.6043706547612839,0.4546901785186498,0.5657205338318456,0.5985577290856047
0.5775493324509565,0.6380040178866369,0.49188685937222903,0.5790380769445863,0.560875446745761
