Chebycheff,PQ-HV,PQ-PO,NSGAII-2,Tournament
0.42686697364153614,0.39871442861218803,0.4227515204287187,0.4234925543583782,0.4611629098188907
0.44345609224355237,0.4464995040460754,0.39995324533817084,0.3247381195281892,0.4388610842559052
0.4181985844204136,0.42642783959388764,0.4391795388060321,0.4332507604113857,0.4290455321955804
0.42918199284977593,0.36714886327051144,0.4247296904106365,0.35507272438667903,0.41641884058142625
0.44179390529139095,0.4636301634086265,0.46793482633886213,0.3564135210960617,0.42547519096664427
0.4738810480761378,0.40437919734833,0.4149516633040932,0.4006066618202158,0.4226749107577531
0.4166757615744237,0.4990013498313099,0.41261404652826855,0.3950168993343355,0.5008693950563454
0.42573263536443007,0.41189301557054786,0.4035119990501506,0.3546119052760235,0.4745348306845439
0.5099303399247755,0.4629157754942018,0.3883247313409649,0.39666854209027164,0.5001516184599857
0.48774531826529516,0.39960956182060153,0.4656522859825266,0.35203296995396505,0.4254407968472669
0.4082434440176807,0.41465274158832,0.3881353677405144,0.3803246758797757,0.4981814977168325
0.48616498890949283,0.42907399585289885,0.469631995670346,0.3150590685552939,0.457585292975253
0.43466919868026416,0.4239095457279003,0.4577746656248982,0.385420987968558,0.43122672462593964
0.4461358068875517,0.47000696379534473,0.40368968443922215,0.34091865910062447,0.4669877286682145
0.41645647929651053,0.4144379276967535,0.4367674113051164,0.35821664348897675,0.42561350038218443
0.5111210712558117,0.395931536235893,0.41018046742110453,0.36652882165080547,0.46303952860282205
0.43471449978913385,0.44577216048862345,0.41569978211448466,0.3597471434173693,0.45114366320884663
0.41640875283218004,0.48836817167689134,0.4313977248252081,0.3417879630108661,0.44837986762823795
0.499326461816223,0.3990593616194863,0.454978406980852,0.37092208544714506,0.45331578811266043
0.44052720214078916,0.42664534246684716,0.4029872840441872,0.37412528587072136,0.4231959709326659
0.4914208503314521,0.42820440510966856,0.41288739863127494,0.38782925358163833,0.45900827914190323
0.4525312977080466,0.4375709128681433,0.4149419598886234,0.3880047286776896,0.4735152239363693
0.500049218540285,0.42113260817328574,0.4843252503748522,0.387370410902289,0.40936465211600404
0.5004488673207875,0.41047181394866916,0.46497168825887697,0.3921699402961769,0.41428850907882486
0.49627468569211775,0.3820756355860114,0.41171209655071433,0.41700337802126747,0.43482578137884614
0.44521801480754336,0.4068707059100177,0.4369333047526564,0.4023349084531411,0.48293741782133637
0.40941136226701025,0.44195160364195907,0.4383508927399037,0.38399178964667807,0.4657003653810189
0.47620362281667633,0.38289698684878487,0.4226563986756572,0.38937862238774135,0.47643851592081343
0.4122241832888994,0.3816351164976184,0.4512259301060371,0.3518131304730671,0.44331615934644303
0.4324663313419323,0.41974780281675517,0.44146164159253787,0.32572562798903665,0.4536763513061635
