QLearningExplore,QLearning,NSGAII-2
0.45833333333333337,0.44444444444444453,0.45833333333333337
0.45833333333333337,0.4375000000000001,0.4513888888888889
0.45833333333333337,0.45833333333333337,0.4375
0.45833333333333337,0.45833333333333337,0.45833333333333337
0.45833333333333337,0.45833333333333337,0.45138888888888895
0.45833333333333337,0.45833333333333337,0.44097222222222227
0.45833333333333337,0.42708333333333337,0.45833333333333337
0.45833333333333337,0.45833333333333337,0.45833333333333337
0.45833333333333337,0.45833333333333337,0.45833333333333337
0.45833333333333337,0.45833333333333337,0.4513888888888889
0.45833333333333337,0.45138888888888895,0.45833333333333337
0.45833333333333337,0.44444444444444453,0.45833333333333337
0.45833333333333337,0.45833333333333337,0.43750000000000006
0.45833333333333337,0.45833333333333337,0.44444444444444453
0.45833333333333337,0.45833333333333337,0.4444444444444445
0.45833333333333337,0.45833333333333337,0.45138888888888895
0.45833333333333337,0.45138888888888895,0.4513888888888889
0.45833333333333337,0.45138888888888895,0.45833333333333337
0.45833333333333337,0.45833333333333337,0.4375
0.45833333333333337,0.45833333333333337,0.45138888888888895
0.45833333333333337,0.45833333333333337,0.45138888888888895
0.45833333333333337,0.45833333333333337,0.45833333333333337
0.45833333333333337,0.45138888888888895,0.45833333333333337
0.45833333333333337,0.45138888888888895,0.45138888888888895
0.45833333333333337,0.45833333333333337,0.4513888888888889
0.45833333333333337,0.45833333333333337,0.45138888888888895
0.45833333333333337,0.45833333333333337,0.45833333333333337
0.45833333333333337,0.45833333333333337,0.4513888888888889
0.45833333333333337,0.45833333333333337,0.45833333333333337
0.45833333333333337,0.45138888888888895,0.4513888888888889
