QLearningExplore,QLearning,NSGAII-2
0.31405079509119865,0.290360605556564,0.290360605556564
0.31405079509119865,0.290360605556564,0.2368858645950892
0.290360605556564,0.290360605556564,0.24180111025283893
0.31405079509119865,0.290360605556564,0.290360605556564
0.31405079509119865,0.290360605556564,0.31405079509119865
0.290360605556564,0.31405079509119865,0.25939657841951963
0.31405079509119865,0.2703888519301586,0.290360605556564
0.31405079509119865,0.290360605556564,0.31405079509119865
0.31405079509119865,0.290360605556564,0.25279338376347793
0.31405079509119865,0.31405079509119865,0.290360605556564
0.290360605556564,0.290360605556564,0.290360605556564
0.31405079509119865,0.290360605556564,0.25939657841951963
0.31405079509119865,0.2703888519301586,0.25939657841951963
0.31405079509119865,0.31405079509119865,0.2703888519301586
0.31405079509119865,0.290360605556564,0.25939657841951963
0.31405079509119865,0.290360605556564,0.31405079509119865
0.290360605556564,0.25279338376347793,0.16717302139396192
0.31405079509119865,0.290360605556564,0.25279338376347793
0.31405079509119865,0.290360605556564,0.31405079509119865
0.31405079509119865,0.31405079509119865,0.290360605556564
0.290360605556564,0.290360605556564,0.290360605556564
0.31405079509119865,0.290360605556564,0.25279338376347793
0.31405079509119865,0.290360605556564,0.290360605556564
0.31405079509119865,0.290360605556564,0.290360605556564
0.31405079509119865,0.2703888519301586,0.290360605556564
0.31405079509119865,0.2703888519301586,0.25939657841951963
0.31405079509119865,0.2703888519301586,0.31405079509119865
0.31405079509119865,0.290360605556564,0.2368858645950892
0.31405079509119865,0.290360605556564,0.290360605556564
0.31405079509119865,0.31405079509119865,0.25939657841951963
