Reference Set:

1.0 34.0 
4.0 29.0 
3.0 31.0 
5.0 27.0 
6.0 26.0 
2.0 32.0 

QLearning
0.0, 37.0
1.0, 34.0
4.0, 29.0
3.0, 31.0
5.0, 27.0
6.0, 26.0
2.0, 32.0

NSGAII-2
2.0, 32.0
6.0, 26.0
3.0, 31.0
4.0, 29.0
1.0, 34.0
5.0, 27.0
0.0, 37.0

QLearningExplore
0.0, 37.0
1.0, 34.0
2.0, 32.0
3.0, 31.0
4.0, 29.0
6.0, 26.0
5.0, 27.0
