Chebycheff,PQ-HV,PQ-PO,NSGAII-2,Tournament
0.24521823213550295,0.23871309136878846,0.2675141670527616,0.029101447329626814,0.3030988727781989
0.26556821552171955,0.2775597328398337,0.283143121235574,0.032177604122792226,0.2747247409800025
0.2579044498322242,0.2627941231958834,0.262359250835369,0.03680371282958469,0.26612025454188076
0.26746690332533063,0.2357534760246726,0.2706933135810658,0.056488016943134066,0.2863556287819756
0.25816770736809586,0.2623654426140033,0.3319741035576896,0.012489996630443931,0.2663475423592976
0.26269947508634484,0.26236460351557,0.2624502683360008,0.051100337745345774,0.2626175231393732
0.24202509880521159,0.2638166991683111,0.27043210169039383,0.034086525636705674,0.26412415088357244
0.2776919703654564,0.26217088694788415,0.26533173235546,0.043171296296296284,0.27017722965455027
0.26219548953331634,0.26249429084007236,0.2669716926578777,0.03547771062065349,0.28229466109636925
0.26052845870889835,0.24430180867941476,0.26093332096074456,0.08358286365758291,0.32032844287022993
0.24996202668267203,0.24417960194486557,0.2581669615028219,0.1265759913865723,0.27186198026352737
0.2625646672504889,0.2540939448024597,0.2718195865975907,0.04190295239800072,0.36495126428551367
0.35583715260227994,0.2519011063814478,0.2621923196059023,0.03603603648070928,0.30104988763759016
0.27187476965925367,0.2645796354170654,0.26218757019908456,0.07263646263302727,0.39183118480260004
0.24514652852364302,0.2782759444848089,0.2681870801217251,0.03345438287984723,0.2762259829719888
0.24677405591006088,0.26228882141001875,0.2692700984366664,0.08601251430306349,0.2829879154469575
0.2626327834247541,0.2618856921980736,0.3399417819247886,0.049245228217224046,0.27851243313537183
0.26625017769143283,0.2625448755625499,0.26245513839749524,0.09784993914616853,0.2723316944040799
0.2509644513298046,0.292634134363388,0.2624766423514587,0.05897549042835481,0.26172680644181884
0.2986390042786342,0.2443186345225058,0.26260578124561246,0.0335937061255721,0.28329298531259656
0.25802921225219716,0.25010436081100995,0.2653519145922836,0.06062106117323728,0.289963284050651
0.26257044039395716,0.2641221911591272,0.32596258301041753,0.05442639131394818,0.34109714368699623
0.28598091374638474,0.2517698249527326,0.261715751914095,0.09812822915789181,0.26566090573491413
0.30355119619240156,0.24212556027644397,0.26256899802214073,0.019802635273636026,0.2854990189677926
0.2556763528241091,0.2803345161879089,0.3102733727852188,0.0802352667477466,0.2790580939105803
0.26881040012999585,0.2621010607959171,0.3318148997118328,0.012155157965490122,0.28430859056910396
0.26806487887147956,0.26563353357622205,0.29713996863855896,0.027737778924362806,0.2584686420689074
0.2764622030578721,0.33268610874189203,0.2653726452594558,0.0188958864612769,0.31369383963545616
0.2819640892195265,0.26862497981776307,0.2636436125560422,0.025201707197863125,0.28323960658678
0.24340290940106135,0.26256788836473566,0.2625918127246371,0.06845537224819587,0.38568289669502703
