QLearningExplore,QLearning,NSGAII-2
0.27232079887864297,0.31307205621771245,0.1775377091524587
0.26907551968545584,0.39966306582094707,0.04297068886940531
0.2704650942398221,0.4309930499233034,0.0
0.2662580773842058,0.3382233832008039,0.048709942665899446
0.26283166312569417,0.3379506015979923,0.0
0.27249642413209435,0.40614669102738155,0.0
0.27129156602076965,0.4316618033393867,0.10198028148526894
0.27290759384311575,0.34686235498175133,0.0
0.2707617976091824,0.3553302471040429,0.0
0.27287233104712866,0.2921574990743515,0.0
0.27235000088156974,0.32502738376500867,0.0
0.2682564861505368,0.35722305114280845,0.0
0.272388294074087,0.349420285143784,0.0
0.2729494684133504,0.3519460288214584,0.0
0.26657833519932284,0.3901027616646389,0.0
0.2723619847223935,0.39490736353297945,0.0
0.2725309982015974,0.2839634153834481,0.0
0.2722855360826559,0.3931162614383694,0.0
0.27210591621559677,0.4146543915404553,0.009253361719884112
0.2727426208926188,0.3558927988962744,0.11146597360579717
0.2729699924625773,0.3933451941216919,0.0
0.27009676331611326,0.3413637004778109,0.0
0.27235165382513166,0.3497934371528818,0.16426099097272423
0.2700473127545532,0.37611959377259013,0.0
0.2712658076502634,0.3395788887517557,0.0
0.26295136378863476,0.4291327996896873,0.0
0.27277260345222765,0.4671768109649662,0.0
0.27234834793800783,0.27540867693855875,0.11395613308179205
0.2725703933564892,0.3341995675899642,0.0
0.26937842159317305,0.4226960997143713,0.039410857855669404
