Tournament-Local10,Chebycheff-10,NSGAII-2,PQ-PO-Local10,PQ-HV-Local10
0.3943301330759443,0.4318244521166034,0.5319292381882919,0.4124047602988733,0.39133949078854624
0.4087215581397481,0.4093024081984866,0.4195884835884341,0.4036572791870485,0.45553655127835024
0.41473249361427306,0.4337057854007191,0.4439754103588612,0.3960542327803271,0.39449762248833986
0.38901864294072713,0.4233353067118091,0.5479379722038215,0.4113836875054806,0.4098941972773962
0.4226553816625437,0.4035813474171289,0.4060318196633649,0.39409701440547945,0.3702223365878331
0.40580891507400835,0.40466237841128083,0.5950348098987236,0.42649149421100246,0.37325224259789136
0.39796683608468153,0.4286222376833581,0.5355745602924245,0.4112875617129015,0.3732324510251063
0.3858029220199492,0.4037886554322792,0.45908213923268587,0.42197227403701715,0.4169021671832755
0.39437952402423515,0.4238323693334872,0.538910222604621,0.3666184270448422,0.4460626851719438
0.3661167732084682,0.42951741810904875,0.47254623817139735,0.370031045857547,0.3925302148274708
0.415298672798211,0.4039898645464979,0.4997451053521249,0.3965275315018776,0.4197225988327208
0.4374204818730352,0.4190916190303075,0.44952158114405877,0.44367333398088976,0.37487465703331874
0.39342966048995026,0.39994854818606523,0.3969479624907671,0.3720971771138848,0.3746002769137485
0.3906713497121184,0.47302166531223505,0.44158495046944474,0.42685961037940645,0.41665206641435
0.4046127631969832,0.46370669068038217,0.48126644337529734,0.3904559603118151,0.40063795886702896
0.4259692898461335,0.42163490368861256,0.4192479815558236,0.4086780047933369,0.40960779816125625
0.3762893751176001,0.4242784741519553,0.5012292971907427,0.40980327322022486,0.4116775868481374
0.38082353346480874,0.3901157311278028,0.5474903838995167,0.43182072480048156,0.40906670637339826
0.4116048927407671,0.4756622330532259,0.5052975903056494,0.4229716144095856,0.3982376019403185
0.3912820757971737,0.4552247374690859,0.45053139853728486,0.4398733579438088,0.4116139586697302
0.44936798902933295,0.42208546229237587,0.46036875981365105,0.3865309022702753,0.36944601902805324
0.4287897029305914,0.39528030394743385,0.46253751937474114,0.4119818253849168,0.3926210713969643
0.43327599836606395,0.399836992307754,0.41428347834938944,0.3836953197558673,0.3811861193442725
0.4282829438454714,0.39174199408207955,0.4907977508198791,0.389964267031822,0.41020157780994443
0.41603076597400207,0.47807841921244604,0.49677979152328294,0.4462489717356531,0.4391210581538218
0.3438414795881746,0.4203895135279425,0.4213031635017577,0.4426892191232882,0.5056613645773448
0.4446332940336524,0.3883485334019595,0.4058744871784909,0.3923940423686465,0.4522389770464052
0.4171610650037537,0.42322614152203697,0.4243746920246222,0.4099323364581724,0.41161183742329754
0.3989629254877666,0.45708291171971027,0.5408953295275735,0.422252408187985,0.3917826423793507
0.3901736086446911,0.4968468085294134,0.4454809719659734,0.424132722041355,0.4071057034921924
